fecha,consumo
2019-11-15 20:00,512
2019-11-15 20:05,510
2019-11-15 20:10,507
2019-11-15 20:15,507
2019-11-15 20:20,507
2019-11-15 20:25,508
2019-11-15 20:30,508
2019-11-15 20:35,506
2019-11-15 20:40,504
2019-11-15 20:45,500
2019-11-15 20:50,500
2019-11-15 20:55,496
2019-11-15 21:00,494
2019-11-15 21:05,491
2019-11-15 21:10,491
2019-11-15 21:15,486
2019-11-15 21:20,481
2019-11-15 21:25,481
2019-11-15 21:30,469
2019-11-15 21:35,469
2019-11-15 21:40,464
2019-11-15 21:45,459
2019-11-15 21:50,454
2019-11-15 21:55,447
2019-11-15 22:00,442
2019-11-15 22:05,440
2019-11-15 22:10,433
2019-11-15 22:15,428
2019-11-15 22:20,421
2019-11-15 22:25,419
2019-11-15 22:30,414
2019-11-15 22:35,413
2019-11-15 22:40,411
2019-11-15 22:45,405
2019-11-15 22:50,394
2019-11-15 22:55,396
2019-11-15 23:00,390
2019-11-15 23:05,385
2019-11-15 23:10,380
2019-11-15 23:15,378
2019-11-15 23:20,372
2019-11-15 23:25,369
2019-11-15 23:30,367
2019-11-15 23:35,362
2019-11-15 23:40,362
2019-11-15 23:45,354
2019-11-15 23:50,352
2019-11-15 23:55,349
2019-11-16 00:00,345
2019-11-16 00:05,343
2019-11-16 00:10,343
2019-11-16 00:15,338
2019-11-16 00:20,334
2019-11-16 00:25,333
2019-11-16 00:30,331
2019-11-16 00:35,325
2019-11-16 00:40,327
2019-11-16 00:45,324
2019-11-16 00:50,317
2019-11-16 00:55,314
2019-11-16 01:00,313
2019-11-16 01:05,309
2019-11-16 01:10,312
2019-11-16 01:15,309
2019-11-16 01:20,308
2019-11-16 01:25,302
2019-11-16 01:30,299
2019-11-16 01:35,300
2019-11-16 01:40,297
2019-11-16 01:45,297
2019-11-16 01:50,296
2019-11-16 01:55,295
2019-11-16 02:00,292
2019-11-16 02:05,290
2019-11-16 02:10,293
2019-11-16 02:15,290
2019-11-16 02:20,289
2019-11-16 02:25,289
2019-11-16 02:30,286
2019-11-16 02:35,287
2019-11-16 02:40,283
2019-11-16 02:45,284
2019-11-16 02:50,284
2019-11-16 02:55,285
2019-11-16 03:00,284
2019-11-16 03:05,282
2019-11-16 03:10,281
2019-11-16 03:15,283
2019-11-16 03:20,283
2019-11-16 03:25,278
2019-11-16 03:30,282
2019-11-16 03:35,284
2019-11-16 03:40,282
2019-11-16 03:45,280
2019-11-16 03:50,278
2019-11-16 03:55,279
2019-11-16 04:00,279
2019-11-16 04:05,275
2019-11-16 04:10,281
2019-11-16 04:15,278
2019-11-16 04:20,282
2019-11-16 04:25,280
2019-11-16 04:30,279
2019-11-16 04:35,278
2019-11-16 04:40,280
2019-11-16 04:45,282
2019-11-16 04:50,282
2019-11-16 04:55,281
2019-11-16 05:00,281
2019-11-16 05:05,283
2019-11-16 05:10,282
2019-11-16 05:15,286
2019-11-16 05:20,287
2019-11-16 05:25,286
2019-11-16 05:30,287
2019-11-16 05:35,286
2019-11-16 05:40,286
2019-11-16 05:45,285
2019-11-16 05:50,290
2019-11-16 05:55,291
2019-11-16 06:00,293
2019-11-16 06:05,299
2019-11-16 06:10,301
2019-11-16 06:15,304
2019-11-16 06:20,306
2019-11-16 06:25,305
2019-11-16 06:30,297
2019-11-16 06:35,308
2019-11-16 06:40,315
2019-11-16 06:45,312
2019-11-16 06:50,313
2019-11-16 06:55,319
2019-11-16 07:00,322
2019-11-16 07:05,329
2019-11-16 07:10,329
2019-11-16 07:15,332
2019-11-16 07:20,333
2019-11-16 07:25,333
2019-11-16 07:30,329
2019-11-16 07:35,332
2019-11-16 07:40,333
2019-11-16 07:45,336
2019-11-16 07:50,344
2019-11-16 07:55,349
2019-11-16 08:00,353
2019-11-16 08:05,360
2019-11-16 08:10,367
2019-11-16 08:15,372
2019-11-16 08:20,376
2019-11-16 08:25,382
2019-11-16 08:30,387
2019-11-16 08:35,390
2019-11-16 08:40,401
2019-11-16 08:45,403
2019-11-16 08:50,406
2019-11-16 08:55,411
2019-11-16 09:00,418
2019-11-16 09:05,424
2019-11-16 09:10,426
2019-11-16 09:15,431
2019-11-16 09:20,442
2019-11-16 09:25,441
2019-11-16 09:30,436
2019-11-16 09:35,439
2019-11-16 09:40,444
2019-11-16 09:45,452
2019-11-16 09:50,451
2019-11-16 09:55,455
2019-11-16 10:00,455
2019-11-16 10:05,459
2019-11-16 10:10,459
2019-11-16 10:15,463
2019-11-16 10:20,460
2019-11-16 10:25,464
2019-11-16 10:30,467
2019-11-16 10:35,469
2019-11-16 10:40,466
2019-11-16 10:45,460
2019-11-16 10:50,462
2019-11-16 10:55,463
2019-11-16 11:00,457
2019-11-16 11:05,460
2019-11-16 11:10,464
2019-11-16 11:15,460
2019-11-16 11:20,460
2019-11-16 11:25,460
2019-11-16 11:30,460
2019-11-16 11:35,462
2019-11-16 11:40,460
2019-11-16 11:45,461
2019-11-16 11:50,463
2019-11-16 11:55,458
2019-11-16 12:00,458
2019-11-16 12:05,457
2019-11-16 12:10,457
2019-11-16 12:15,460
2019-11-16 12:20,460
2019-11-16 12:25,459
2019-11-16 12:30,464
2019-11-16 12:35,464
2019-11-16 12:40,463
2019-11-16 12:45,463
2019-11-16 12:50,468
2019-11-16 12:55,468
2019-11-16 13:00,467
2019-11-16 13:05,469
2019-11-16 13:10,466
2019-11-16 13:15,470
2019-11-16 13:20,471
2019-11-16 13:25,472
2019-11-16 13:30,474
2019-11-16 13:35,474
2019-11-16 13:40,475
2019-11-16 13:45,472
2019-11-16 13:50,468
2019-11-16 13:55,470
2019-11-16 14:00,471
2019-11-16 14:05,470
2019-11-16 14:10,466
2019-11-16 14:15,469
2019-11-16 14:20,464
2019-11-16 14:25,459
2019-11-16 14:30,458
2019-11-16 14:35,456
2019-11-16 14:40,455
2019-11-16 14:45,454
2019-11-16 14:50,451
2019-11-16 14:55,448
2019-11-16 15:00,451
2019-11-16 15:05,446
2019-11-16 15:10,444
2019-11-16 15:15,442
2019-11-16 15:20,443
2019-11-16 15:25,435
2019-11-16 15:30,432
2019-11-16 15:35,433
2019-11-16 15:40,431
2019-11-16 15:45,429
2019-11-16 15:50,428
2019-11-16 15:55,427
2019-11-16 16:00,424
2019-11-16 16:05,425
2019-11-16 16:10,422
2019-11-16 16:15,421
2019-11-16 16:20,423
2019-11-16 16:25,422
2019-11-16 16:30,417
2019-11-16 16:35,419
2019-11-16 16:40,420
2019-11-16 16:45,420
2019-11-16 16:50,419
2019-11-16 16:55,418
2019-11-16 17:00,419
2019-11-16 17:05,422
2019-11-16 17:10,418
2019-11-16 17:15,418
2019-11-16 17:20,417
2019-11-16 17:25,423
2019-11-16 17:30,424
2019-11-16 17:35,424
2019-11-16 17:40,427
2019-11-16 17:45,426
2019-11-16 17:50,427
2019-11-16 17:55,428
2019-11-16 18:00,431
2019-11-16 18:05,437
2019-11-16 18:10,442
2019-11-16 18:15,445
2019-11-16 18:20,450
2019-11-16 18:25,463
2019-11-16 18:30,468
2019-11-16 18:35,473
2019-11-16 18:40,474
2019-11-16 18:45,477
2019-11-16 18:50,481
2019-11-16 18:55,479
2019-11-16 19:00,481
2019-11-16 19:05,481
2019-11-16 19:10,481
2019-11-16 19:15,483
2019-11-16 19:20,481
2019-11-16 19:25,482
2019-11-16 19:30,485
2019-11-16 19:35,481
2019-11-16 19:40,483
2019-11-16 19:45,482
2019-11-16 19:50,482
2019-11-16 19:55,483
2019-11-16 20:00,479
2019-11-16 20:05,481
2019-11-16 20:10,478
2019-11-16 20:15,480
2019-11-16 20:20,476
2019-11-16 20:25,480
2019-11-16 20:30,475
2019-11-16 20:35,475
2019-11-16 20:40,475
2019-11-16 20:45,473
2019-11-16 20:50,473
2019-11-16 20:55,471
2019-11-16 21:00,468
2019-11-16 21:05,464
2019-11-16 21:10,462
