fecha,consumo
2019-09-13 20:00,485.0
2019-09-13 20:05,482.0
2019-09-13 20:10,484.0
2019-09-13 20:15,489.0
2019-09-13 20:20,497.0
2019-09-13 20:25,500.0
2019-09-13 20:30,508.0
2019-09-13 20:35,513.0
2019-09-13 20:40,514.0
2019-09-13 20:45,513.0
2019-09-13 20:50,516.0
2019-09-13 20:55,516.0
2019-09-13 21:00,516.0
2019-09-13 21:05,512.0
2019-09-13 21:10,511.0
2019-09-13 21:15,510.0
2019-09-13 21:20,510.0
2019-09-13 21:25,505.0
2019-09-13 21:30,500.0
2019-09-13 21:35,493.0
2019-09-13 21:40,489.0
2019-09-13 21:45,487.0
2019-09-13 21:50,484.0
2019-09-13 21:55,477.0
2019-09-13 22:00,471.0
2019-09-13 22:05,463.0
2019-09-13 22:10,459.0
2019-09-13 22:15,452.0
2019-09-13 22:20,450.0
2019-09-13 22:25,445.0
2019-09-13 22:30,441.0
2019-09-13 22:35,437.0
2019-09-13 22:40,432.0
2019-09-13 22:45,427.0
2019-09-13 22:50,422.0
2019-09-13 22:55,418.0
2019-09-13 23:00,415.0
2019-09-13 23:05,411.0
2019-09-13 23:10,408.0
2019-09-13 23:15,401.0
2019-09-13 23:20,400.0
2019-09-13 23:25,397.0
2019-09-13 23:30,393.0
2019-09-13 23:35,389.0
2019-09-13 23:40,385.0
2019-09-13 23:45,384.0
2019-09-13 23:50,380.0
2019-09-13 23:55,375.0
2019-09-14 00:00,372.0
2019-09-14 00:05,366.0
2019-09-14 00:10,365.0
2019-09-14 00:15,361.0
2019-09-14 00:20,358.0
2019-09-14 00:25,355.0
2019-09-14 00:30,354.0
2019-09-14 00:35,353.0
2019-09-14 00:40,351.0
2019-09-14 00:45,350.0
2019-09-14 00:50,343.0
2019-09-14 00:55,342.0
2019-09-14 01:00,340.0
2019-09-14 01:05,336.0
2019-09-14 01:10,334.0
2019-09-14 01:15,333.0
2019-09-14 01:20,332.0
2019-09-14 01:25,330.0
2019-09-14 01:30,330.0
2019-09-14 01:35,327.0
2019-09-14 01:40,325.0
2019-09-14 01:45,324.0
2019-09-14 01:50,323.0
2019-09-14 01:55,322.0
2019-09-14 02:00,320.0
2019-09-14 02:05,317.0
2019-09-14 02:10,316.0
2019-09-14 02:15,315.0
2019-09-14 02:20,314.0
2019-09-14 02:25,313.0
2019-09-14 02:30,313.0
2019-09-14 02:35,313.0
2019-09-14 02:40,311.0
2019-09-14 02:45,309.0
2019-09-14 02:50,307.0
2019-09-14 02:55,306.0
2019-09-14 03:00,306.0
2019-09-14 03:05,306.0
2019-09-14 03:10,305.0
2019-09-14 03:15,303.0
2019-09-14 03:20,304.0
2019-09-14 03:25,304.0
2019-09-14 03:30,305.0
2019-09-14 03:35,303.0
2019-09-14 03:40,302.0
2019-09-14 03:45,303.0
2019-09-14 03:50,301.0
2019-09-14 03:55,299.0
2019-09-14 04:00,299.0
2019-09-14 04:05,300.0
2019-09-14 04:10,298.0
2019-09-14 04:15,298.0
2019-09-14 04:20,298.0
2019-09-14 04:25,299.0
2019-09-14 04:30,299.0
2019-09-14 04:35,299.0
2019-09-14 04:40,299.0
2019-09-14 04:45,299.0
2019-09-14 04:50,299.0
2019-09-14 04:55,300.0
2019-09-14 05:00,299.0
2019-09-14 05:05,300.0
2019-09-14 05:10,301.0
2019-09-14 05:15,301.0
2019-09-14 05:20,301.0
2019-09-14 05:25,301.0
2019-09-14 05:30,302.0
2019-09-14 05:35,304.0
2019-09-14 05:40,303.0
2019-09-14 05:45,304.0
2019-09-14 05:50,306.0
2019-09-14 05:55,306.0
2019-09-14 06:00,308.0
2019-09-14 06:05,312.0
2019-09-14 06:10,316.0
2019-09-14 06:15,316.0
2019-09-14 06:20,318.0
2019-09-14 06:25,319.0
2019-09-14 06:30,320.0
2019-09-14 06:35,321.0
2019-09-14 06:40,323.0
2019-09-14 06:45,324.0
2019-09-14 06:50,326.0
2019-09-14 06:55,329.0
2019-09-14 07:00,332.0
2019-09-14 07:05,334.0
2019-09-14 07:10,337.0
2019-09-14 07:15,338.0
2019-09-14 07:20,341.0
2019-09-14 07:25,340.0
2019-09-14 07:30,341.0
2019-09-14 07:35,342.0
2019-09-14 07:40,341.0
2019-09-14 07:45,335.0
2019-09-14 07:50,337.0
2019-09-14 07:55,337.0
2019-09-14 08:00,342.0
2019-09-14 08:05,349.0
2019-09-14 08:10,348.0
2019-09-14 08:15,353.0
2019-09-14 08:20,356.0
2019-09-14 08:25,362.0
2019-09-14 08:30,365.0
2019-09-14 08:35,369.0
2019-09-14 08:40,374.0
2019-09-14 08:45,380.0
2019-09-14 08:50,383.0
2019-09-14 08:55,388.0
2019-09-14 09:00,395.0
2019-09-14 09:05,402.0
2019-09-14 09:10,408.0
2019-09-14 09:15,410.0
2019-09-14 09:20,413.0
2019-09-14 09:25,418.0
2019-09-14 09:30,420.0
2019-09-14 09:35,422.0
2019-09-14 09:40,427.0
2019-09-14 09:45,431.0
2019-09-14 09:50,435.0
2019-09-14 09:55,438.0
2019-09-14 10:00,444.0
2019-09-14 10:05,449.0
2019-09-14 10:10,452.0
2019-09-14 10:15,455.0
2019-09-14 10:20,454.0
2019-09-14 10:25,459.0
2019-09-14 10:30,458.0
2019-09-14 10:35,457.0
2019-09-14 10:40,458.0
2019-09-14 10:45,459.0
2019-09-14 10:50,459.0
2019-09-14 10:55,458.0
2019-09-14 11:00,460.0
2019-09-14 11:05,459.0
2019-09-14 11:10,457.0
2019-09-14 11:15,459.0
2019-09-14 11:20,462.0
2019-09-14 11:25,460.0
2019-09-14 11:30,457.0
2019-09-14 11:35,459.0
2019-09-14 11:40,459.0
2019-09-14 11:45,462.0
2019-09-14 11:50,460.0
2019-09-14 11:55,461.0
2019-09-14 12:00,458.0
2019-09-14 12:05,463.0
2019-09-14 12:10,460.0
2019-09-14 12:15,463.0
2019-09-14 12:20,465.0
2019-09-14 12:25,464.0
2019-09-14 12:30,465.0
2019-09-14 12:35,466.0
2019-09-14 12:40,469.0
2019-09-14 12:45,466.0
2019-09-14 12:50,469.0
2019-09-14 12:55,468.0
2019-09-14 13:00,471.0
2019-09-14 13:05,466.0
2019-09-14 13:10,470.0
2019-09-14 13:15,472.0
2019-09-14 13:20,472.0
2019-09-14 13:25,470.0
2019-09-14 13:30,471.0
2019-09-14 13:35,476.0
2019-09-14 13:40,473.0
2019-09-14 13:45,469.0
2019-09-14 13:50,473.0
2019-09-14 13:55,471.0
2019-09-14 14:00,471.0
2019-09-14 14:05,473.0
2019-09-14 14:10,472.0
2019-09-14 14:15,470.0
2019-09-14 14:20,469.0
2019-09-14 14:25,468.0
2019-09-14 14:30,467.0
2019-09-14 14:35,463.0
2019-09-14 14:40,466.0
2019-09-14 14:45,463.0
2019-09-14 14:50,460.0
2019-09-14 14:55,455.0
2019-09-14 15:00,458.0
2019-09-14 15:05,455.0
2019-09-14 15:10,456.0
2019-09-14 15:15,452.0
2019-09-14 15:20,446.0
2019-09-14 15:25,449.0
2019-09-14 15:30,444.0
2019-09-14 15:35,441.0
2019-09-14 15:40,441.0
2019-09-14 15:45,439.0
2019-09-14 15:50,439.0
2019-09-14 15:55,440.0
2019-09-14 16:00,437.0
2019-09-14 16:05,437.0
2019-09-14 16:10,435.0
2019-09-14 16:15,436.0
2019-09-14 16:20,436.0
2019-09-14 16:25,434.0
2019-09-14 16:30,436.0
2019-09-14 16:35,430.0
2019-09-14 16:40,433.0
2019-09-14 16:45,435.0
2019-09-14 16:50,433.0
2019-09-14 16:55,431.0
2019-09-14 17:00,434.0
2019-09-14 17:05,433.0
2019-09-14 17:10,432.0
2019-09-14 17:15,434.0
2019-09-14 17:20,434.0
2019-09-14 17:25,434.0
2019-09-14 17:30,436.0
2019-09-14 17:35,437.0
2019-09-14 17:40,436.0
2019-09-14 17:45,437.0
2019-09-14 17:50,440.0
2019-09-14 17:55,440.0
2019-09-14 18:00,439.0
2019-09-14 18:05,438.0
2019-09-14 18:10,441.0
2019-09-14 18:15,440.0
2019-09-14 18:20,443.0
2019-09-14 18:25,442.0
2019-09-14 18:30,442.0
2019-09-14 18:35,441.0
2019-09-14 18:40,444.0
2019-09-14 18:45,445.0
2019-09-14 18:50,444.0
2019-09-14 18:55,446.0
2019-09-14 19:00,446.0
2019-09-14 19:05,445.0
2019-09-14 19:10,446.0
2019-09-14 19:15,446.0
2019-09-14 19:20,450.0
2019-09-14 19:25,450.0
2019-09-14 19:30,452.0
2019-09-14 19:35,452.0
2019-09-14 19:40,448.0
2019-09-14 19:45,453.0
2019-09-14 19:50,451.0
2019-09-14 19:55,457.0
2019-09-14 20:00,456.0
2019-09-14 20:05,458.0
