fecha,consumo
2020-03-08 20:00,458.0
2020-03-08 20:05,467.0
2020-03-08 20:10,470.0
2020-03-08 20:15,470.0
2020-03-08 20:20,472.0
2020-03-08 20:25,471.0
2020-03-08 20:30,470.0
2020-03-08 20:35,469.0
2020-03-08 20:40,466.0
2020-03-08 20:45,468.0
2020-03-08 20:50,465.0
2020-03-08 20:55,465.0
2020-03-08 21:00,466.0
2020-03-08 21:05,463.0
2020-03-08 21:10,457.0
2020-03-08 21:15,456.0
2020-03-08 21:20,453.0
2020-03-08 21:25,449.0
2020-03-08 21:30,446.0
2020-03-08 21:35,444.0
2020-03-08 21:40,441.0
2020-03-08 21:45,449.0
2020-03-08 21:50,448.0
2020-03-08 21:55,445.0
2020-03-08 22:00,445.0
2020-03-08 22:05,437.0
2020-03-08 22:10,389.0
2020-03-08 22:15,386.0
2020-03-08 22:20,386.0
2020-03-08 22:25,374.0
2020-03-08 22:30,380.0
2020-03-08 22:35,374.0
2020-03-08 22:40,369.0
2020-03-08 22:45,364.0
2020-03-08 22:50,362.0
2020-03-08 22:55,363.0
2020-03-08 23:00,359.0
2020-03-08 23:05,357.0
2020-03-08 23:10,352.0
2020-03-08 23:15,343.0
2020-03-08 23:20,348.0
2020-03-08 23:25,342.0
2020-03-08 23:30,341.0
2020-03-08 23:35,333.0
2020-03-08 23:40,333.0
2020-03-08 23:45,330.0
2020-03-08 23:50,329.0
2020-03-08 23:55,325.0
2020-03-09 00:00,320.0
2020-03-09 00:05,319.0
2020-03-09 00:10,315.0
2020-03-09 00:15,315.0
2020-03-09 00:20,308.0
2020-03-09 00:25,307.0
2020-03-09 00:30,304.0
2020-03-09 00:35,299.0
2020-03-09 00:40,297.0
2020-03-09 00:45,296.0
2020-03-09 00:50,294.0
2020-03-09 00:55,293.0
2020-03-09 01:00,291.0
2020-03-09 01:05,287.0
2020-03-09 01:10,287.0
2020-03-09 01:15,283.0
2020-03-09 01:20,283.0
2020-03-09 01:25,284.0
2020-03-09 01:30,279.0
2020-03-09 01:35,280.0
2020-03-09 01:40,278.0
2020-03-09 01:45,277.0
2020-03-09 01:50,275.0
2020-03-09 01:55,276.0
2020-03-09 02:00,272.0
2020-03-09 02:05,275.0
2020-03-09 02:10,274.0
2020-03-09 02:15,270.0
2020-03-09 02:20,271.0
2020-03-09 02:25,269.0
2020-03-09 02:30,270.0
2020-03-09 02:35,268.0
2020-03-09 02:40,269.0
